2 5 32 51
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 	88	0	0 0 0 0 0 	88 88 88 88 88 
1 2 3 4 4 1 1 1 1 2 3 4 4 1 1 1 1 2 3 4 4 1 1 1 1 2 3 4 4 1 1 1 1 	0	5	1 2 3 4 5 	2 1 0 1 2 
2 5 5 6 6 7 7 7 7 8 8 9 9 2 2 2 2 5 5 6 6 7 7 7 7 8 8 9 9 2 2 2 2 	1	4	1 2 3 4 0 	2 1 1 2 88 
3 5 10 6 11 7 12 7 12 8 13 9 14 2 3 2 3 5 10 6 11 7 12 7 12 8 13 9 14 2 3 2 3 	1	5	1 2 3 4 5 	2 1 1 2 2 
4 6 11 15 15 7 12 16 16 9 14 17 17 2 3 4 4 6 11 15 15 7 12 16 16 9 14 17 17 2 3 4 4 	1	5	1 2 3 4 5 	2 1 1 1 2 
5 0 0 0 0 18 18 18 18 19 19 19 19 20 20 20 20 21 21 21 21 22 22 22 22 23 23 23 23 5 5 5 5 	2	3	1 2 3 0 0 	2 2 2 88 88 
6 0 0 24 24 18 18 25 25 19 19 26 26 20 20 27 27 21 21 28 28 22 22 29 29 23 23 30 30 5 5 6 6 	2	4	1 2 3 4 0 	2 2 2 2 88 
7 20 20 27 27 31 31 31 31 20 20 27 27 31 31 31 31 5 5 6 6 7 7 7 7 5 5 6 6 7 7 7 7 	1	4	1 2 3 4 0 	2 2 1 2 88 
8 23 23 23 23 5 5 5 5 8 8 8 8 8 8 8 8 23 23 23 23 5 5 5 5 8 8 8 8 8 8 8 8 	1	3	1 2 3 0 0 	2 1 2 88 88 
9 23 23 30 30 5 5 6 6 8 8 9 9 8 8 9 9 23 23 30 30 5 5 6 6 8 8 9 9 8 8 9 9 	1	4	1 2 3 4 0 	2 1 2 2 88 
10 0 32 0 32 18 33 18 33 19 34 19 34 20 35 20 35 21 36 21 36 22 37 22 37 23 38 23 38 5 10 5 10 	2	4	1 2 3 5 0 	2 2 2 88 2 
11 0 32 24 39 18 33 25 40 19 34 26 41 20 35 27 42 21 36 28 43 22 37 29 44 23 38 30 45 5 10 6 11 	2	5	1 2 3 4 5 	2 2 2 2 2 
